T1_H_Win_per,T1_A_Win_per,T1_T_WIn_Per,T1_Margin_per_game,T1_Ast_per_game,T1_Blk_per_game,T1_TS_per_game,T1_TR_per_game,T1_OR_per_game,T1_Stl_per_game,T1_TOVP_per_game,T1_Tier,T1_Seed,T2_H_Win_per,T2_A_Win_per,T2_T_WIn_Per,T2_Margin_per_game,T2_Ast_per_game,T2_Blk_per_game,T2_TS_per_game,T2_TR_per_game,T2_OR_per_game,T2_Stl_per_game,T2_TOVP_per_game,T2_Tier,T2_Seed,Output
1,0.909090909,0.928571429,12.28571429,17.32142857,3.964285714,0.557334573,38.17857143,13.82142857,9.428571429,16.50466261,1,8,0.923076923,0.571428571,0.78125,8.6875,15.1875,0.9375,0.525075366,36.1875,11.90625,7.6875,16.00542904,1,9,1
0.923076923,0.615384615,0.766666667,10.56666667,15.16666667,2.6,0.57328823,34.9,10.1,7.3,17.87189384,1,11,0.857142857,0.3,0.65625,5.4375,16.59375,1.40625,0.579225897,35.84375,11.0625,6.28125,18.10193873,2,6,1
0.923076923,0.615384615,0.766666667,10.56666667,15.16666667,2.6,0.57328823,34.9,10.1,7.3,17.87189384,1,11,0.764705882,0.8,0.75862069,11.48275862,17.96551724,2.275862069,0.583413895,40,14.03448276,7.896551724,19.37281368,1,3,1
0.923076923,0.615384615,0.766666667,10.56666667,15.16666667,2.6,0.57328823,34.9,10.1,7.3,17.87189384,1,11,0.866666667,0.727272727,0.741935484,6.774193548,14.96774194,1.258064516,0.547410663,36.87096774,11.83870968,5.290322581,17.13822438,2,7,1
0.846153846,0.538461538,0.7,7.133333333,15.53333333,1.333333333,0.574494983,32.6,10.7,6.033333333,16.73531431,2,7,0.785714286,0.583333333,0.7,6.8,13.6,2.033333333,0.560216176,33.2,8.5,5.233333333,17.54100104,2,10,1
0.846153846,0.538461538,0.7,7.133333333,15.53333333,1.333333333,0.574494983,32.6,10.7,6.033333333,16.73531431,2,7,0.941176471,0.666666667,0.833333333,11.2,15.7,2.033333333,0.58079158,34.03333333,10.1,7,15.82699572,1,2,1
1,0.8,0.9,7.633333333,14.03333333,2.533333333,0.585761577,37.6,12.6,7.266666667,16.29098181,1,3,0.769230769,0.416666667,0.620689655,5.275862069,14.96551724,1.137931034,0.571453733,33.93103448,10,6.310344828,19.02580302,2,6,1
1,0.8,0.9,7.633333333,14.03333333,2.533333333,0.585761577,37.6,12.6,7.266666667,16.29098181,1,3,0.823529412,0.8,0.818181818,9.454545455,14.06060606,2.212121212,0.582072999,32.96969697,10.87878788,5.636363636,19.77812341,1,2,0
1,0.8,0.9,7.633333333,14.03333333,2.533333333,0.585761577,37.6,12.6,7.266666667,16.29098181,1,3,0.777777778,0.5,0.677419355,8.516129032,15.74193548,1.774193548,0.574059319,35.16129032,10.58064516,6.290322581,17.28632383,2,14,1
0.5,0.384615385,0.516129032,3,12.35483871,0.225806452,0.504337752,39.22580645,13.77419355,7.64516129,19.59646338,2,16,0.666666667,0.529411765,0.5625,0.84375,14.65625,1.5,0.537113882,32.65625,8.84375,7.65625,20.14857619,2,16,0
0.9375,0.555555556,0.806451613,11.87096774,15.09677419,1.419354839,0.546864944,36,12.4516129,6.225806452,16.27062728,1,4,0.894736842,0.666666667,0.8,12.96666667,16.53333333,2.5,0.568097417,37.86666667,14.83333333,7.933333333,17.1765336,1,5,0
0.769230769,0.416666667,0.620689655,5.275862069,14.96551724,1.137931034,0.571453733,33.93103448,10,6.310344828,19.02580302,2,6,0.857142857,0.545454545,0.733333333,7.133333333,13.16666667,0.9,0.573459849,34.96666667,13.13333333,7.733333333,18.62650233,2,11,1
0.636363636,0.846153846,0.766666667,8.433333333,15.83333333,2.7,0.578647587,37.03333333,13.33333333,7.633333333,17.6290306,1,13,0.875,0.666666667,0.733333333,9.533333333,15.73333333,3.333333333,0.552376801,40.23333333,13.9,8.466666667,18.5511877,2,4,0
1,0.363636364,0.757575758,7.636363636,14.90909091,3.090909091,0.532661989,37.84848485,11,6.696969697,19.10644126,1,3,1,0.625,0.75862069,6.172413793,16.65517241,2.034482759,0.56137761,35.65517241,13.06896552,8.827586207,18.93642649,1,14,0
0.857142857,0.615384615,0.75,6.9375,13.4375,1.25,0.553701925,33.4375,11.0625,7.71875,17.02723157,2,12,0.941176471,0.5,0.774193548,9.677419355,16.51612903,2.548387097,0.549270591,39.19354839,13.09677419,6.35483871,17.40737264,1,5,0
0.666666667,0.6,0.636363636,4.848484848,14.18181818,1.454545455,0.546857293,35.87878788,12.66666667,5.96969697,16.97221211,2,8,0.928571429,0.583333333,0.793103448,8.517241379,15.27586207,2.655172414,0.547226601,30.86206897,10.65517241,11.10344828,15.93179672,1,9,1
0.875,0.666666667,0.733333333,9.533333333,15.73333333,3.333333333,0.552376801,40.23333333,13.9,8.466666667,18.5511877,2,4,0.941176471,0.7,0.818181818,16.03030303,14.90909091,3.787878788,0.570538321,40.24242424,14.06060606,8.151515152,17.03530939,1,2,1
0.875,0.666666667,0.733333333,9.533333333,15.73333333,3.333333333,0.552376801,40.23333333,13.9,8.466666667,18.5511877,2,4,0.888888889,0.444444444,0.724137931,8.75862069,16.75862069,2.068965517,0.551482191,31.68965517,10.37931034,8.655172414,17.63644564,2,12,1
0.875,0.666666667,0.733333333,9.533333333,15.73333333,3.333333333,0.552376801,40.23333333,13.9,8.466666667,18.5511877,2,4,0.823529412,0.8,0.818181818,9.454545455,14.06060606,2.212121212,0.582072999,32.96969697,10.87878788,5.636363636,19.77812341,1,2,0
0.95,0.909090909,0.909090909,15.03030303,15.72727273,5.787878788,0.550032355,42.06060606,15.81818182,9.787878788,17.59304204,1,1,0.857142857,0.428571429,0.64516129,6.516129032,15.83870968,1.290322581,0.559290238,37.38709677,13.48387097,6.64516129,17.66178179,2,16,1
0.95,0.909090909,0.909090909,15.03030303,15.72727273,5.787878788,0.550032355,42.06060606,15.81818182,9.787878788,17.59304204,1,1,0.823529412,0.8,0.818181818,9.454545455,14.06060606,2.212121212,0.582072999,32.96969697,10.87878788,5.636363636,19.77812341,1,2,0
0.666666667,0.529411765,0.5625,0.84375,14.65625,1.5,0.537113882,32.65625,8.84375,7.65625,20.14857619,2,16,0.923076923,0.833333333,0.862068966,11.62068966,12.62068966,3.310344828,0.554477213,36.24137931,13.48275862,7.586206897,14.05017372,1,1,0
0.916666667,0.615384615,0.777777778,6.814814815,17.7037037,2.407407407,0.596142842,35.14814815,11.07407407,7.296296296,17.65050766,1,12,0.941176471,0.769230769,0.838709677,9.032258065,15.35483871,3.516129032,0.545486881,38.32258065,12.64516129,5.387096774,16.21207548,1,5,1
0.928571429,0.666666667,0.793103448,9.689655172,16,2.896551724,0.544134581,36.86206897,12.96551724,7.896551724,15.99334651,1,14,0.764705882,0.8,0.75862069,11.48275862,17.96551724,2.275862069,0.583413895,40,14.03448276,7.896551724,19.37281368,1,3,0
0.833333333,0.5,0.7,8.033333333,16,2.8,0.604626194,33.23333333,9.033333333,7.366666667,17.83106675,2,10,0.941176471,0.7,0.818181818,16.03030303,14.90909091,3.787878788,0.570538321,40.24242424,14.06060606,8.151515152,17.03530939,1,2,0
1,0.625,0.75862069,6.172413793,16.65517241,2.034482759,0.56137761,35.65517241,13.06896552,8.827586207,18.93642649,1,14,0.857142857,0.555555556,0.655172414,5.620689655,17.5862069,0.620689655,0.561034482,27.55172414,7.827586207,7.896551724,11.70404363,2,6,0
0.933333333,0.545454545,0.714285714,5.571428571,14.46428571,1.928571429,0.545421026,36.60714286,14.64285714,7.107142857,18.41047797,2,6,0.857142857,0.571428571,0.714285714,7.785714286,12.5,1.5,0.536601398,38.21428571,14.32142857,6.785714286,16.53910519,2,11,0
0.75,0.636363636,0.703703704,8.925925926,14.40740741,1.37037037,0.544002444,32.25925926,10.51851852,10.03703704,17.76604801,2,15,0.941176471,0.7,0.818181818,16.03030303,14.90909091,3.787878788,0.570538321,40.24242424,14.06060606,8.151515152,17.03530939,1,2,0
0.846153846,0.538461538,0.709677419,5.032258065,12.29032258,1.258064516,0.510976351,32.80645161,11.83870968,8.580645161,19.38403334,2,11,0.857142857,0.555555556,0.655172414,5.620689655,17.5862069,0.620689655,0.561034482,27.55172414,7.827586207,7.896551724,11.70404363,2,6,0
0.764705882,0.454545455,0.620689655,1.379310345,12.51724138,1,0.516039691,36.86206897,12.55172414,6.75862069,16.93270584,2,10,0.866666667,0.727272727,0.741935484,6.774193548,14.96774194,1.258064516,0.547410663,36.87096774,11.83870968,5.290322581,17.13822438,2,7,0
0.736842105,0.375,0.676470588,3.852941176,15.55882353,2.735294118,0.533709751,38.32352941,13.67647059,9.029411765,18.25028259,2,5,0.888888889,0.444444444,0.724137931,8.75862069,16.75862069,2.068965517,0.551482191,31.68965517,10.37931034,8.655172414,17.63644564,2,12,0
0.866666667,0.7,0.75,7.642857143,17.21428571,1.821428571,0.574359553,33.35714286,11.53571429,10.21428571,15.27841987,2,2,0.866666667,0.727272727,0.741935484,6.774193548,14.96774194,1.258064516,0.547410663,36.87096774,11.83870968,5.290322581,17.13822438,2,7,0
0.866666667,0.7,0.75,7.642857143,17.21428571,1.821428571,0.574359553,33.35714286,11.53571429,10.21428571,15.27841987,2,2,0.928571429,0.538461538,0.75,11.67857143,15.71428571,1.75,0.55602076,36.03571429,12.92857143,9.25,17.643556,2,15,1
0.941176471,0.7,0.818181818,16.03030303,14.90909091,3.787878788,0.570538321,40.24242424,14.06060606,8.151515152,17.03530939,1,2,0.857142857,0.555555556,0.655172414,5.620689655,17.5862069,0.620689655,0.561034482,27.55172414,7.827586207,7.896551724,11.70404363,2,6,1
0.866666667,0.538461538,0.733333333,7.133333333,16.83333333,1.566666667,0.596657556,33.26666667,9.433333333,5.3,17.83786751,2,12,0.894736842,0.666666667,0.8,12.96666667,16.53333333,2.5,0.568097417,37.86666667,14.83333333,7.933333333,17.1765336,1,5,0
0.846153846,0.611111111,0.71875,3.78125,13.125,1.5625,0.560319316,33.96875,11,5.90625,17.93518141,2,13,0.941176471,0.333333333,0.655172414,5.689655172,13,1.413793103,0.556270414,39,13.48275862,4.655172414,16.4319044,2,4,0
0.6875,0.636363636,0.666666667,5.966666667,16.2,1.166666667,0.579710271,37.53333333,12.36666667,6,16.75703624,2,8,0.941176471,0.2,0.65625,6.875,13.75,0.84375,0.560875738,32.9375,11.1875,7.6875,18.6133774,2,9,0
0.8125,0.2,0.617647059,5.676470588,15.17647059,2.352941176,0.562348041,35.52941176,11.23529412,6.911764706,19.42121035,2,12,0.833333333,0.4,0.676470588,6.382352941,12.82352941,2.176470588,0.575065358,34,9.323529412,5.5,18.97145478,2,5,0
0.75,0.625,0.709677419,8.322580645,15.70967742,1.870967742,0.582189462,36.70967742,10.87096774,6.096774194,20.27772363,2,15,0.823529412,0.75,0.8125,11.59375,14.34375,3.09375,0.608602822,33.28125,10.75,5.21875,19.49971227,1,2,0
0.777777778,0.454545455,0.64516129,4.774193548,14.77419355,1.322580645,0.586778862,34.64516129,11.83870968,5.774193548,18.19769953,2,7,0.823529412,0.75,0.8125,11.59375,14.34375,3.09375,0.608602822,33.28125,10.75,5.21875,19.49971227,1,2,0
0.777777778,0.454545455,0.64516129,4.774193548,14.77419355,1.322580645,0.586778862,34.64516129,11.83870968,5.774193548,18.19769953,2,7,0.8125,0.545454545,0.636363636,2.939393939,13.36363636,0.848484848,0.559698789,30.75757576,9.393939394,6.878787879,15.64576473,2,10,1
0.875,0.666666667,0.806451613,11.35483871,12.29032258,1.35483871,0.5840191,29.93548387,9,5,13.59729162,1,5,1,0.555555556,0.852941176,17.76470588,15.76470588,4,0.620968468,37.17647059,11.08823529,7.088235294,17.91039868,1,1,0
0.875,0.666666667,0.806451613,11.35483871,12.29032258,1.35483871,0.5840191,29.93548387,9,5,13.59729162,1,5,0.85,0.6,0.75,11.90625,17.34375,3.84375,0.568243725,38.5625,12.625,7.53125,18.37403163,2,4,1
0.875,0.666666667,0.806451613,11.35483871,12.29032258,1.35483871,0.5840191,29.93548387,9,5,13.59729162,1,5,0.882352941,0.615384615,0.75,7.96875,14.96875,2.59375,0.546715126,36.6875,12.125,7.625,16.21576912,2,12,1
1,0.461538462,0.75,7.71875,15.78125,2.75,0.582894596,37.3125,11.9375,5.84375,16.82300057,2,8,0.941176471,0.5,0.75,11.625,15.09375,1.53125,0.608201693,33.8125,10.90625,5.75,16.85796936,2,9,0
0.764705882,0.692307692,0.666666667,3.575757576,12.60606061,1.090909091,0.552559826,34.93939394,11.96969697,6.060606061,18.45218507,2,16,1,0.7,0.909090909,13.48484848,15.57575758,5.03030303,0.573464652,35.6969697,11.18181818,6.818181818,15.30670926,1,1,0
0.857142857,0.384615385,0.6875,6.71875,13.40625,1.5625,0.571487746,32.78125,10.28125,6.25,17.85878315,2,10,0.933333333,0.833333333,0.870967742,10.41935484,16.5483871,3.225806452,0.592816286,38.16129032,11.61290323,5.451612903,16.51325502,1,7,0
0.916666667,0.769230769,0.870967742,11.29032258,15.48387097,1.935483871,0.567250523,39.77419355,13.03225806,7.741935484,16.99414383,1,13,0.85,0.6,0.75,11.90625,17.34375,3.84375,0.568243725,38.5625,12.625,7.53125,18.37403163,2,4,0
0.789473684,0.555555556,0.6875,8.6875,13.1875,2.09375,0.567896581,35.09375,11.28125,7.375,19.82463377,2,6,0.857142857,0.846153846,0.818181818,10.03030303,13.57575758,1.818181818,0.571736934,33.33333333,12.06060606,7.454545455,14.77585136,1,11,0
0.75,0.5,0.633333333,1.833333333,14.43333333,0.766666667,0.572546709,28.2,8.233333333,7.666666667,19.24156237,2,16,0.941176471,0.6,0.823529412,18.14705882,18.64705882,3.352941176,0.590517475,40.70588235,13.41176471,8.382352941,15.9491752,1,1,0
1,0.555555556,0.852941176,17.76470588,15.76470588,4,0.620968468,37.17647059,11.08823529,7.088235294,17.91039868,1,1,0.777777778,0.444444444,0.606060606,-1.272727273,13.51515152,0.515151515,0.513969943,36.03030303,13.36363636,8.181818182,18.04218577,2,16,1
1,0.555555556,0.852941176,17.76470588,15.76470588,4,0.620968468,37.17647059,11.08823529,7.088235294,17.91039868,1,1,1,0.7,0.909090909,13.48484848,15.57575758,5.03030303,0.573464652,35.6969697,11.18181818,6.818181818,15.30670926,1,1,1
1,0.555555556,0.852941176,17.76470588,15.76470588,4,0.620968468,37.17647059,11.08823529,7.088235294,17.91039868,1,1,0.888888889,0.545454545,0.787878788,10.45454545,14.27272727,1.515151515,0.574782174,35.06060606,12.21212121,7.121212121,15.82122807,1,3,1
1,0.555555556,0.852941176,17.76470588,15.76470588,4,0.620968468,37.17647059,11.08823529,7.088235294,17.91039868,1,1,0.941176471,0.2,0.65625,6.875,13.75,0.84375,0.560875738,32.9375,11.1875,7.6875,18.6133774,2,9,1
1,0.555555556,0.852941176,17.76470588,15.76470588,4,0.620968468,37.17647059,11.08823529,7.088235294,17.91039868,1,1,1,0.6,0.833333333,11.4,14.6,2.566666667,0.5671349,32.9,11.06666667,7.366666667,16.13835704,1,2,1
0.8,0.4,0.580645161,-1.387096774,13.41935484,0.096774194,0.546532946,36.32258065,12.61290323,6.64516129,21.60517665,2,16,0.6,0.692307692,0.666666667,2.333333333,13.57575758,0.545454545,0.541707265,38.09090909,14.66666667,6.272727273,16.01990774,2,16,0
0.928571429,0.545454545,0.741935484,6.870967742,14.70967742,2.870967742,0.549875783,34,12.09677419,9.322580645,17.47721645,2,11,0.823529412,0.4,0.633333333,4.266666667,16.66666667,1.333333333,0.571023211,33.23333333,10.13333333,7.366666667,15.82607081,2,6,0
0.823529412,0.75,0.8125,11.59375,14.34375,3.09375,0.608602822,33.28125,10.75,5.21875,19.49971227,1,2,0.941176471,0.6,0.823529412,18.14705882,18.64705882,3.352941176,0.590517475,40.70588235,13.41176471,8.382352941,15.9491752,1,1,1
0.823529412,0.75,0.8125,11.59375,14.34375,3.09375,0.608602822,33.28125,10.75,5.21875,19.49971227,1,2,1,0.7,0.909090909,13.48484848,15.57575758,5.03030303,0.573464652,35.6969697,11.18181818,6.818181818,15.30670926,1,1,0
0.823529412,0.75,0.8125,11.59375,14.34375,3.09375,0.608602822,33.28125,10.75,5.21875,19.49971227,1,2,0.823529412,0.4,0.633333333,4.266666667,16.66666667,1.333333333,0.571023211,33.23333333,10.13333333,7.366666667,15.82607081,2,6,1
0.944444444,0.111111111,0.64516129,9.580645161,15.48387097,1.419354839,0.577609978,36.29032258,13.67741935,10,18.74873762,2,10,0.947368421,0.615384615,0.818181818,8.121212121,14.84848485,4.575757576,0.551633239,34.66666667,12.06060606,8.151515152,14.34876554,1,7,0
0.866666667,0.6,0.696969697,9.03030303,14.48484848,1.393939394,0.5953434,37.60606061,10.51515152,6.242424242,17.45013677,2,10,1,0.25,0.666666667,8.733333333,13.36666667,2.4,0.560587936,33.3,11.66666667,6.633333333,16.36648095,2,7,0
0.933333333,0.625,0.757575758,6.878787879,13.72727273,2.151515152,0.548538306,32.15151515,11.36363636,9.545454545,20.5297215,1,13,1,0.714285714,0.8125,5.9375,11.59375,2.53125,0.567646314,29.46875,9.375,6.375,20.04962958,1,4,0
0.823529412,0.333333333,0.676470588,7.352941176,14,1.352941176,0.527490798,35.11764706,12.58823529,5.941176471,18.40103214,2,12,0.857142857,0.454545455,0.64516129,6.903225806,13.25806452,2.612903226,0.553337811,33.5483871,11.06451613,8.387096774,14.35369725,2,5,0
1,0.25,0.666666667,8.733333333,13.36666667,2.4,0.560587936,33.3,11.66666667,6.633333333,16.36648095,2,7,1,0.6,0.833333333,11.4,14.6,2.566666667,0.5671349,32.9,11.06666667,7.366666667,16.13835704,1,2,0
0.888888889,0.8,0.882352941,17.41176471,16.76470588,5.205882353,0.570326802,40.38235294,13.05882353,8.911764706,16.93561112,1,1,0.875,0.4,0.65625,6.15625,15.875,2.1875,0.578213523,36.4375,10.78125,5.96875,18.72101072,2,8,1
0.888888889,0.8,0.882352941,17.41176471,16.76470588,5.205882353,0.570326802,40.38235294,13.05882353,8.911764706,16.93561112,1,1,0.6,0.692307692,0.666666667,2.333333333,13.57575758,0.545454545,0.541707265,38.09090909,14.66666667,6.272727273,16.01990774,2,16,1
0.888888889,0.8,0.882352941,17.41176471,16.76470588,5.205882353,0.570326802,40.38235294,13.05882353,8.911764706,16.93561112,1,1,1,0.714285714,0.8125,5.9375,11.59375,2.53125,0.567646314,29.46875,9.375,6.375,20.04962958,1,4,1
0.888888889,0.8,0.882352941,17.41176471,16.76470588,5.205882353,0.570326802,40.38235294,13.05882353,8.911764706,16.93561112,1,1,1,0.6,0.833333333,11.4,14.6,2.566666667,0.5671349,32.9,11.06666667,7.366666667,16.13835704,1,2,0
0.875,0.4,0.65625,6.15625,15.875,2.1875,0.578213523,36.4375,10.78125,5.96875,18.72101072,2,8,0.714285714,0.666666667,0.677419355,7.483870968,12.64516129,1.290322581,0.550302085,36.25806452,13.22580645,7.935483871,17.28930472,2,9,1
0.916666667,0.642857143,0.766666667,6.633333333,14.33333333,1.7,0.565005133,36.63333333,12.8,7.433333333,16.05600279,1,12,1,0.3,0.6875,5.21875,15.46875,1.53125,0.548726094,35.5625,13.59375,9.8125,16.77698557,2,5,0
0.789473684,0.75,0.709677419,8.387096774,14.93548387,1.838709677,0.535873013,37.03225806,13.58064516,7.451612903,16.15069476,2,6,0.705882353,0.454545455,0.6,3.166666667,15,1.233333333,0.53867028,38.53333333,12.6,4.733333333,18.41626556,2,11,1
0.789473684,0.75,0.709677419,8.387096774,14.93548387,1.838709677,0.535873013,37.03225806,13.58064516,7.451612903,16.15069476,2,6,0.947368421,0.7,0.806451613,17.12903226,18,2.35483871,0.600570142,35.74193548,10.19354839,6.774193548,16.58255174,1,3,0
0.789473684,0.6,0.71875,7.4375,14.1875,1.4375,0.540246622,36.75,14.25,8.65625,17.58870048,2,8,0.947368421,0.111111111,0.666666667,8.393939394,16,1.96969697,0.567048042,35.15151515,11.48484848,5.121212121,20.8753911,2,9,0
1,0.818181818,0.909090909,17.24242424,15.06060606,5.242424242,0.556293399,39.90909091,14.78787879,9.818181818,15.89015293,1,2,0.933333333,0.833333333,0.870967742,10.41935484,16.5483871,3.225806452,0.592816286,38.16129032,11.61290323,5.451612903,16.51325502,1,7,1
1,0.818181818,0.909090909,17.24242424,15.06060606,5.242424242,0.556293399,39.90909091,14.78787879,9.818181818,15.89015293,1,2,0.769230769,0.5,0.666666667,4.1,12.43333333,1.933333333,0.550379839,38.96666667,13.76666667,6.166666667,18.17104933,2,15,1
1,0.818181818,0.909090909,17.24242424,15.06060606,5.242424242,0.556293399,39.90909091,14.78787879,9.818181818,15.89015293,1,2,1,0.7,0.909090909,13.48484848,15.57575758,5.03030303,0.573464652,35.6969697,11.18181818,6.818181818,15.30670926,1,1,0
1,0.818181818,0.909090909,17.24242424,15.06060606,5.242424242,0.556293399,39.90909091,14.78787879,9.818181818,15.89015293,1,2,0.947368421,0.7,0.806451613,17.12903226,18,2.35483871,0.600570142,35.74193548,10.19354839,6.774193548,16.58255174,1,3,1
0.846153846,0.214285714,0.5625,2.15625,12.84375,0.53125,0.548757151,30.4375,8.03125,5.8125,19.63986688,2,14,0.888888889,0.545454545,0.787878788,10.45454545,14.27272727,1.515151515,0.574782174,35.06060606,12.21212121,7.121212121,15.82122807,1,3,0
0.947368421,0.111111111,0.666666667,8.393939394,16,1.96969697,0.567048042,35.15151515,11.48484848,5.121212121,20.8753911,2,9,0.941176471,0.6,0.823529412,18.14705882,18.64705882,3.352941176,0.590517475,40.70588235,13.41176471,8.382352941,15.9491752,1,1,0
0.947368421,0.461538462,0.75,5.5625,13.6875,1.0625,0.572431071,38.03125,13.40625,7.125,19.96753975,2,13,0.9375,0.545454545,0.727272727,10.27272727,13.87878788,1.878787879,0.566069632,40.18181818,14,7.606060606,14.41601747,2,4,0
0.941176471,0.6,0.823529412,18.14705882,18.64705882,3.352941176,0.590517475,40.70588235,13.41176471,8.382352941,15.9491752,1,1,0.833333333,0.4,0.676470588,6.382352941,12.82352941,2.176470588,0.575065358,34,9.323529412,5.5,18.97145478,2,5,1
1,0.4,0.774193548,13.74193548,17.48387097,2.387096774,0.586581005,38.35483871,12.67741935,8.419354839,15.81865357,1,6,1,0.8,0.857142857,11.25,16.5,3.178571429,0.571761558,37.07142857,11.85714286,7.464285714,16.89034824,1,11,0
1,0.7,0.909090909,13.48484848,15.57575758,5.03030303,0.573464652,35.6969697,11.18181818,6.818181818,15.30670926,1,1,1,0.3,0.6875,5.21875,15.46875,1.53125,0.548726094,35.5625,13.59375,9.8125,16.77698557,2,5,1
1,0.7,0.909090909,13.48484848,15.57575758,5.03030303,0.573464652,35.6969697,11.18181818,6.818181818,15.30670926,1,1,0.941176471,0.5,0.75,11.625,15.09375,1.53125,0.608201693,33.8125,10.90625,5.75,16.85796936,2,9,1
0.846153846,0.428571429,0.6875,6.25,13.5,2.25,0.579806073,35.09375,10.6875,6.25,19.62556016,2,14,0.857142857,0.666666667,0.78125,7.40625,13.875,2.59375,0.559351051,30.375,7.84375,6.65625,14.80516086,1,3,0
0.888888889,0.545454545,0.787878788,10.45454545,14.27272727,1.515151515,0.574782174,35.06060606,12.21212121,7.121212121,15.82122807,1,3,0.947368421,0.615384615,0.818181818,8.121212121,14.84848485,4.575757576,0.551633239,34.66666667,12.06060606,8.151515152,14.34876554,1,7,1
0.888888889,0.545454545,0.787878788,10.45454545,14.27272727,1.515151515,0.574782174,35.06060606,12.21212121,7.121212121,15.82122807,1,3,1,0.8,0.857142857,11.25,16.5,3.178571429,0.571761558,37.07142857,11.85714286,7.464285714,16.89034824,1,11,1
0.785714286,0.692307692,0.724137931,6.551724138,17.24137931,1.482758621,0.575738981,33.13793103,10.68965517,8.551724138,17.72091114,2,14,0.947368421,0.7,0.806451613,17.12903226,18,2.35483871,0.600570142,35.74193548,10.19354839,6.774193548,16.58255174,1,3,0
0.888888889,0.727272727,0.794117647,8.705882353,17.44117647,2.058823529,0.561892459,35.76470588,12.20588235,5.323529412,15.56165175,1,3,1,0.6,0.833333333,11.4,14.6,2.566666667,0.5671349,32.9,11.06666667,7.366666667,16.13835704,1,2,0
0.888888889,0.727272727,0.794117647,8.705882353,17.44117647,2.058823529,0.561892459,35.76470588,12.20588235,5.323529412,15.56165175,1,3,0.857142857,0.846153846,0.818181818,10.03030303,13.57575758,1.818181818,0.571736934,33.33333333,12.06060606,7.454545455,14.77585136,1,11,1
0.888888889,0.727272727,0.794117647,8.705882353,17.44117647,2.058823529,0.561892459,35.76470588,12.20588235,5.323529412,15.56165175,1,3,0.933333333,0.466666667,0.71875,2.96875,12.1875,0.59375,0.541831967,32.1875,10.03125,5.84375,16.88327088,2,14,1
1,0.714285714,0.8125,5.9375,11.59375,2.53125,0.567646314,29.46875,9.375,6.375,20.04962958,1,4,0.857142857,0.454545455,0.64516129,6.903225806,13.25806452,2.612903226,0.553337811,33.5483871,11.06451613,8.387096774,14.35369725,2,5,1
0.916666667,0.615384615,0.8,8.7,17.93333333,1.966666667,0.621418379,35.36666667,11.2,7.4,20.32519888,1,15,1,0.7,0.852941176,12.85294118,13.73529412,2.323529412,0.560147331,35.08823529,11.35294118,5.676470588,15.44995465,1,2,0
1,0.3,0.6875,5.21875,15.46875,1.53125,0.548726094,35.5625,13.59375,9.8125,16.77698557,2,5,0.941176471,0.333333333,0.655172414,5.689655172,13,1.413793103,0.556270414,39,13.48275862,4.655172414,16.4319044,2,4,1
0.9375,0.545454545,0.727272727,10.27272727,13.87878788,1.878787879,0.566069632,40.18181818,14,7.606060606,14.41601747,2,4,0.833333333,0.4,0.676470588,6.382352941,12.82352941,2.176470588,0.575065358,34,9.323529412,5.5,18.97145478,2,5,0
1,0.6,0.833333333,11.4,14.6,2.566666667,0.5671349,32.9,11.06666667,7.366666667,16.13835704,1,2,0.846153846,0.384615385,0.607142857,0.75,13.60714286,1.214285714,0.583697084,32.64285714,9.678571429,6.607142857,20.57633622,2,15,1
0.947368421,0.615384615,0.818181818,8.121212121,14.84848485,4.575757576,0.551633239,34.66666667,12.06060606,8.151515152,14.34876554,1,7,1,0.7,0.852941176,12.85294118,13.73529412,2.323529412,0.560147331,35.08823529,11.35294118,5.676470588,15.44995465,1,2,1
0.823529412,0.4,0.633333333,4.266666667,16.66666667,1.333333333,0.571023211,33.23333333,10.13333333,7.366666667,15.82607081,2,6,0.857142857,0.666666667,0.78125,7.40625,13.875,2.59375,0.559351051,30.375,7.84375,6.65625,14.80516086,1,3,1
0.733333333,0.588235294,0.65625,3.3125,11.90625,0.8125,0.577592905,32.03125,9.46875,4.59375,19.28002459,2,15,1,0.818181818,0.875,11.53125,17.875,2.4375,0.55853691,38.0625,14.40625,9.15625,14.74406046,1,2,0
0.625,0.461538462,0.5625,4.78125,15.34375,1.03125,0.588135285,31.03125,8.34375,5.625,16.54320693,2,10,0.857142857,0.545454545,0.696969697,11.42424242,15.45454545,3.121212121,0.550541104,35.72727273,11.96969697,7.181818182,13.82474362,2,7,0
0.9375,0.222222222,0.666666667,6.606060606,14.54545455,2.151515152,0.552826403,36.75757576,12.81818182,7,18.7369715,2,9,0.894736842,0.7,0.78125,10.4375,13.1875,2.25,0.579170952,38.03125,11.625,7.03125,17.33881746,1,8,1
0.9375,0.222222222,0.666666667,6.606060606,14.54545455,2.151515152,0.552826403,36.75757576,12.81818182,7,18.7369715,2,9,0.875,1,0.941176471,15.97058824,16.73529412,4.176470588,0.575256927,44.20588235,15.70588235,8.323529412,15.86666598,1,1,0
0.928571429,0.5,0.705882353,3.911764706,14.44117647,1.352941176,0.571419715,31.52941176,10.11764706,9.735294118,16.34783412,2,15,0.941176471,0.7,0.818181818,9.939393939,12.66666667,3.757575758,0.549544494,37.57575758,12.72727273,5.96969697,11.8969528,1,2,0
